,name,rating,number of review,about
6016,Cherise India,4.9,108,FMCG | 5k-10k Employees | Mumbai +3 more
6017,90+ My Tuition App,4.0,108,Internet | 201-500 Employees | Startup | 5 years old | Bangalore +13 more
6018,Xpheno,3.3,108,Recruitment | 201-500 Employees | 7 years old | Bangalore/Bengaluru +15 more
6019,Futurense Technologies,4.1,108,IT Services & Consulting | 51-200 Employees | 3 years old | Bengaluru/Bangalore +4 more
6020,Apps Associates,4.0,108,IT Services & Consulting | 501-1k Employees | 21 years old | Acton +4 more
6021,Nucon Aerospace,3.9,107,Defence & Aerospace | 201-500 Employees | 51 years old | Hyderabad/Secunderabad +4 more
6022,Stratosphere IT Services,3.8,107,IT Services & Consulting | 51-200 Employees | 11 years old | Noida +12 more
6023,A3logics,3.7,107,IT Services & Consulting | 201-500 Employees | 20 years old | Jaipur +4 more
6024,AGC Networks,3.8,107,IT Services & Consulting | 501-1k Employees | Public | 37 years old | Gurgaon/Gurugram +13 more
6025,Lester Infoservices,3.5,107,BPO | 201-500 Employees | 42 years old | Navi Mumbai +2 more
6026,Spun Micro Processing,3.8,107,Auto Components | 51-200 Employees | 32 years old | Gurgaon/Gurugram +5 more
6027,Vipul Motors,4.1,107,Automobile | 201-500 Employees | 36 years old | Noida +5 more
6028,Aeon Credit Service,3.7,107,Financial Services | 201-500 Employees | 12 years old | New Delhi +7 more
6029,Six Sigma Soft Solutions,3.3,107,IT Services & Consulting | 1k-5k Employees | 23 years old | Noida +19 more
6030,Goodluck,3.9,107,Iron & Steel | 1k-5k Employees | Public | 37 years old | New Delhi +14 more
6031,Sofitel Luxury Hotel,4.8,107,Hospitality | 1k-5k Employees | 59 years old | New Delhi +7 more
6032,Equate Petrochemical,4.7,107,Petrochemicals | 1k-5k Employees | 28 years old | Kuwait City +10 more
6033,Mega Rubber Technologies,4.0,107,Auto Components | 501-1k Employees | 28 years old | Gurgaon/Gurugram +10 more
6034,Deep Industries,2.8,107,Oil & Gas | 1k-5k Employees | Public | 32 years old | New Delhi +9 more
6035,DUKES,3.9,107,Food Processing | 1k-5k Employees | 39 years old | New Delhi +25 more
6036,SHARON BIO MEDICINE,3.9,107,Pharma | 501-1k Employees | Public | 34 years old | Dehradun +4 more
6037,BlazeClan Technologies,3.9,107,IT Services & Consulting | 501-1k Employees | 13 years old | Pune +3 more
6038,Comvision,4.7,107,Financial Services | 11-50 Employees | New Delhi +4 more
6039,Corrtech International,4.0,107,Engineering & Construction | 201-500 Employees | 41 years old | Gurgaon/Gurugram +22 more
6040,Maharashtra Natural GAS,3.6,107,Oil & Gas | 501-1k Employees | 17 years old | Pune +7 more
6041,Arihant Publications,3.8,107,Printing & Publishing | 51-200 Employees | 26 years old | Meerut +15 more
6042,TetraSoft,3.6,107,IT Services & Consulting | 501-1k Employees | 26 years old | Chesterfield +2 more
6043,Electrical Manufacturing Company,4.1,107,Electrical Equipment | 5k-10k Employees | 70 years old | Kolkata +34 more
6044,Aligarh Muslim University,4.7,107,Education & Training | 5k-10k Employees | 146 years old | Aligarh +7 more
6045,Focus Softnet,3.5,107,Software Product | 501-1k Employees | 31 years old | Hyderabad/Secunderabad +10 more
6046,SMCC Construction India,4.0,107,Engineering & Construction | 51-200 Employees | 27 years old | New Delhi +10 more
6047,Myoung Shin India Automotive,4.1,107,Auto Components | 51-200 Employees | 17 years old | Kanchipuram +5 more
6048,Texila Educational And Management Services,3.5,107,Education & Training | 201-500 Employees | 8 years old | Coimbatore +4 more
6049,Arunachala Logistics,3.9,107,Logistics | 51-200 Employees | 23 years old | Hyderabad/Secunderabad +17 more
6050,Teerthanker Mahaveer University,3.8,107,Education & Training | 1k-5k Employees | 15 years old | Moradabad +5 more
6051,Steril Gene Life Sciences,3.9,107,Pharma | 51-200 Employees | 16 years old | Chennai +3 more
6052,Imerys,4.1,107,Metals & Mining | 51-200 Employees | 143 years old | Paris +17 more
6053,Steer Engineering,3.9,107,Engineering & Construction | 51-200 Employees | 30 years old | Bangalore/Bengaluru +3 more
6054,Propel Industries,3.7,107,Metals & Mining | 201-500 Employees | 14 years old | Coimbatore +7 more
6055,Oman Shapoorji Llc,4.4,107,Engineering & Construction | 51-200 Employees | 48 years old | Muscat +4 more
6056,Cadmaxx Solutions,3.6,107,IT Services & Consulting | 501-1k Employees | 19 years old | Bangalore/Bengaluru +13 more
6057,Tax Consultants,4.2,107,11-50 Employees (Global) | Fairfield +55 more
6058,Quest Global Technologies,3.9,107,IT Services & Consulting | 51-200 Employees | 10 years old | Indore +11 more
6059,Amity International School,4.6,107,Education & Training | 5k-10k Employees | 29 years old | Noida +12 more
6060,Three D Integrated Solutions Ltd,3.2,107,Aviation | 51-200 Employees | 16 years old | Gurugram +13 more
6061,Arunachala Logistics,3.9,107,Logistics | 51-200 Employees | 23 years old | Hyderabad/Secunderabad +17 more
6062,Myoung Shin India Automotive,4.1,107,Auto Components | 51-200 Employees | 17 years old | Kanchipuram +5 more
6063,Three D Integrated Solutions Ltd,3.2,107,Aviation | 51-200 Employees | 16 years old | Gurugram +13 more
6064,Amity International School,4.6,107,Education & Training | 5k-10k Employees | 29 years old | Noida +12 more
6065,Teerthanker Mahaveer University,3.8,107,Education & Training | 1k-5k Employees | 15 years old | Moradabad +5 more
6066,Absolute Barbecues,4.1,107,Hospitality | 201-500 Employees | 10 years old | Hyderabad +17 more
6067,Txd (india) Technology,4.0,107,51-200 Employees | Bawal +4 more
6068,Vogo Automotive,3.8,107,Internet | 51-200 Employees | Startup | 7 years old | Montpellier +11 more
6069,The Chennai Silks,3.6,107,Fashion & Textile | 201-500 Employees | 59 years old | Tirupur/Tiruppur +15 more
6070,Omprime Technology Private Limited,3.9,107,IT Services & Consulting | 501-1k Employees | 4 years old | Gurgaon/Gurugram +4 more
6071,ETV Bharat,3.9,107,Broadcasting | 1k-5k Employees | Hyderabad/Secunderabad +3 more
6072,Vertex Global Services,4.2,107,IT Services & Consulting | 51-200 Employees | Gurugram +1 more
6073,Housr,4.6,107,Internet | 11-50 Employees | Startup | 5 years old | Gurgaon +5 more
6074,Logelite,4.6,107,Marketing & Advertising | 51-200 Employees | 7 years old | Lucknow +3 more
6075,Enercon,3.8,106,Power | 201-500 Employees | 39 years old | Bremen +21 more
6076,IndianOil Skytanking,3.0,106,Oil & Gas | 201-500 Employees | 17 years old | Mumbai +9 more
6077,Brickwork Ratings,3.8,106,Financial Services | 201-500 Employees | 16 years old | Bengaluru +18 more
6078,URS Scott Wilson India,4.2,106,Engineering & Construction | 51-200 Employees | 72 years old | Delhi/NCR +34 more
6079,K R Mangalam University,4.3,106,Education & Training | 51-200 Employees | 10 years old | Gurgaon +4 more
6080,Gujarat Energy Transmission Corporation,4.0,106,Government | 10k-50k Employees | State | 24 years old | Vadodara +30 more
6081,Milan Laboratories,4.1,106,Pharma | 201-500 Employees | 47 years old | Thane +7 more
6082,WWICS Group,4.1,106,Travel & Tourism | 1k-5k Employees | 30 years old | Mohali +17 more
6083,Rubamin,3.9,106,Petrochemicals | 501-1k Employees | 38 years old | Vadodara/Baroda +2 more
6084,Rishabh Instruments,3.7,106,Electronics Manufacturing | 201-500 Employees | 38 years old | Nasik/Nashik +11 more
6085,Volksoft Technologies,4.4,106,11-50 Employees | 21 years old | secunderabad +2 more
6086,SDG Software,4.1,106,IT Services & Consulting | 201-500 Employees | 30 years old | Noida +3 more
6087,Batra Hospital,4.1,106,Healthcare | 51-200 Employees | 36 years old | Delhi/NCR +2 more
6088,HyFun Foods,4.4,106,Food Processing | 501-1k Employees | 61 years old | Ahmedabad +9 more
6089,Stemmons Business Services,3.7,106,BPO | 201-500 Employees | 12 years old | Vadodara/Baroda
6090,Sri Ranganathar Industries,3.4,106,Industrial Machinery | 501-1k Employees | 41 years old | Coimbatore +4 more
6091,Infotech,3.9,106,IT Services & Consulting | 10k-50k Employees | 29 years old | Newfoundland and Labrador +26 more
6092,Genus Electrotech,3.7,106,Semiconductors | 1k-5k Employees | 24 years old | Gandhidham +11 more
6093,Gangavaram Port,3.4,106,Ports & Shipping | 1k-5k Employees | 15 years old | Visakhapatnam +5 more
6094,Tatvasoft,3.9,106,IT Services & Consulting | 1k-5k Employees | 22 years old | Ahmedabad
6095,Volante Technologies,3.1,106,FinTech | 201-500 Employees | New York +2 more
6096,Oswal Group,4.0,106,Fashion & Textile | 501-1k Employees (Global) | 20 years old | Ludhiana +13 more
6097,Texas Instruments,4.3,106,Semiconductors | 1k-5k Employees | Forbes Global 2000 | 72 years old | Dallas +5 more
6098,Enercon,3.8,106,Power | 201-500 Employees | 39 years old | Bremen +21 more
6099,IndianOil Skytanking,3.0,106,Oil & Gas | 201-500 Employees | 17 years old | Mumbai +9 more
6100,Brickwork Ratings,3.8,106,Financial Services | 201-500 Employees | 16 years old | Bengaluru +18 more
6101,Ministry of Home Affairs,4.4,106,Government | 51-200 Employees | Central | 76 years old | New Delhi +15 more
6102,Raheja Developers,3.4,106,Real Estate | 201-500 Employees | Public | 34 years old | Gurgaon/Gurugram +2 more
6103,Sigma Supply Chain Solutions,4.0,106,Logistics | 51-200 Employees | 16 years old | Noida +27 more
6104,Durian Industries,4.1,106,Retail | 501-1k Employees | 38 years old | Mumbai +21 more
6105,Enova Facilities Management LLC,3.9,106,Facility Management Services | 1k-5k Employees (Global) | 21 years old | Chicago +10 more
6106,Kartavya Healtheon,4.1,106,Internet | 11-50 Employees | 15 years old | Goregaon +10 more
6107,MEDICO Healthcare Services & Technologies,3.7,106,Healthcare | 51-200 Employees | 7 years old | Columbia +5 more
6108,Oman National Engineering & Investment Company,4.1,106,Engineering & Construction | 1k-5k Employees (Global) | 45 years old | Muscat +5 more
6109,Gujarat Energy Transmission Corporation,4.0,106,Government | 10k-50k Employees | State | 24 years old | Vadodara +30 more
6110,Ivangel Sales & Services,3.5,106,BPO | 24 years old | Kolkata +26 more
6111,K R Mangalam University,4.3,106,Education & Training | 51-200 Employees | 10 years old | Gurgaon +4 more
6112,SEED CSR,4.5,106,Non-Profit | 51-200 Employees | 17 years old | New Delhi +8 more
6113,Sushima Pharmaceuticals,4.3,106,Pharma | 51-200 Employees | Ghaziabad +23 more
6114,Bodal Chemicals,3.7,106,Chemicals / Agri Inputs | 201-500 Employees | Public | 37 years old | Ahmedabad +11 more
6115,Jubilant Chemsys,3.7,106,Pharma | 201-500 Employees | 19 years old | Noida +7 more
6116,AARGEE STAFFING SERVICES,3.9,106,Recruitment | 1k-5k Employees (Global) | 21 years old | Chennai +15 more
6117,Scholastic,3.9,106,Printing & Publishing | 51-200 Employees | 26 years old | Gurgaon/Gurugram +26 more
6118,Atotech,3.6,106,Chemicals | 201-500 Employees | 30 years old | Berlin +8 more
6119,Q3 Technologies,3.9,106,IT Services & Consulting | 501-1k Employees | 32 years old | Boston +6 more
6120,Eglo India,3.2,106,Architecture & Interior Design | 51-200 Employees | 54 years old | Pill +4 more
6121,Oman National Engineering & Investment Company,4.1,106,Engineering & Construction | 1k-5k Employees (Global) | 45 years old | Muscat +5 more
6122,S V S Projects India,4.1,106,Engineering & Construction | 11-50 Employees | 32 years old | Hyderabad +7 more
6123,Flowmore,4.0,106,Industrial Machinery | 1k-5k Employees | 77 years old | Gurgaon/Gurugram +11 more
6124,Yuken India,3.7,106,Industrial Machinery | 201-500 Employees | Public | 47 years old | Bangalore/Bengaluru +8 more
6125,SEED CSR,4.5,106,Non-Profit | 51-200 Employees | 17 years old | New Delhi +8 more
6126,Soothe Healthcare,3.9,106,Healthcare | 201-500 Employees | 11 years old | Noida +23 more
6127,Honeywell Uop,3.3,106,Oil & Gas | 51-200 Employees | 109 years old | Des Plaines +4 more
6128,RD Public School,4.5,106,Education & Training | 201-500 Employees | 16 years old | Betul +14 more
6129,Nahar Spinning Mills,3.8,106,Fashion & Textile | 51-200 Employees | Public | 43 years old | Ludhiana +6 more
6130,Ivangel Sales & Services,3.5,106,BPO | 24 years old | Kolkata +26 more
6131,MEDICO Healthcare Services & Technologies,3.7,106,Healthcare | 51-200 Employees | 7 years old | Columbia +5 more
6132,Kartavya Healtheon,4.1,106,Internet | 11-50 Employees | 15 years old | Goregaon +10 more
6133,Enova Facilities Management LLC,3.9,106,Facility Management Services | 1k-5k Employees (Global) | 21 years old | Chicago +10 more
6134,Eminent Minds Technologies,4.7,106,BPO | 201-500 Employees | 8 years old | Bengaluru +3 more
6135,Mouser Electronics,4.4,106,Semiconductors | 501-1k Employees | 59 years old | Mansfield +3 more
6136,UNITILE,4.8,106,Building Material | 201-500 Employees | 29 years old | Mumbai +12 more
6137,Jai Kisan,3.8,106,Internet | 51-200 Employees | Startup | 6 years old | Mumbai +15 more
6138,Realme,4.0,106,10k-50k Employees | Gurgaon/Gurugram +40 more
6139,Fleetx.io,3.6,106,IT Services & Consulting | 201-500 Employees | Startup | 6 years old | Gurgaon +19 more
6140,CBNITS,4.3,106,IT Services & Consulting | 201-500 Employees | 5 years old | Fremont +1 more
6141,Relevel,2.8,106,51-200 Employees | Bengaluru/Bangalore +7 more
6142,PACL India,4.0,105,Real Estate | 1k-5k Employees (Global) | 27 years old | New Delhi +41 more
6143,Bajaj Steel Industries,3.8,105,Industrial Machinery | 201-500 Employees | Public | 62 years old | Nagpur +5 more
6144,Hubergroup,4.2,105,Chemicals | 1k-5k Employees | Fortune India 500 | 37 years old | Vapi +9 more
6145,Rahman Industries,4.2,105,Fashion & Textile | 201-500 Employees | Public | 34 years old | Kanpur +5 more
6146,Consul Neowatt Power Solutions,4.3,105,Electronics Manufacturing | 1k-5k Employees | 42 years old | Chennai +20 more
6147,Replicon,3.8,105,Software Product | 501-1k Employees | 27 years old | Calgary +3 more
6148,Colorbar Cosmetics,4.3,105,Beauty & Personal Care | 51-200 Employees | 19 years old | Delhi +24 more
6149,Danblock Brakes,4.0,105,Industrial Machinery | 51-200 Employees | 287 years old | Hestehaven +4 more
6150,eSense Learning,3.8,105,EdTech | 201-500 Employees | 15 years old | Mumbai +16 more
6151,J G Hosiery,3.7,105,Fashion & Textile | 51-200 Employees | Kolkata +8 more
6152,Greytip Software,4.0,105,Software Product | 501-1k Employees | 29 years old | Bangalore +8 more
6153,Sundaram Industries,3.8,105,Auto Components | 1k-5k Employees | 80 years old | Chennai +13 more
6154,Cape East,3.4,105,Industrial Machinery | 10k-50k Employees (Global) | 130 years old | Montpellier +9 more
6155,Indian School of Business,4.1,105,Analytics & KPO | 51-200 Employees | 8 years old | Hyderabad/Secunderabad +8 more
6156,Maaden Phosphate Company,4.2,105,Metals & Mining | 11-50 Employees | 14 years old | Al Jalamid +6 more
6157,Primus Super Speciality Hospital,3.7,105,Healthcare | 201-500 Employees | 16 years old | New Delhi +6 more
6158,Interglobe Air Transport,3.6,105,Aviation | 51-200 Employees | 34 years old | Gurgaon +23 more
6159,Ruby General Hospital,3.3,105,Healthcare | 501-1k Employees | Public | 28 years old | Kolkata +3 more
6160,Al Naboodah,4.8,105,Engineering & Construction | 10k-50k Employees (Global) | 65 years old | Dubai +10 more
6161,Ace Creative Learning,3.9,105,Design | 1k-5k Employees | 25 years old | Bangalore +13 more
6162,Quadlabs Technologies,4.2,105,Software Product | 51-200 Employees | 17 years old | Gurgaon/Gurugram +3 more
6163,Theon Pharmaceuticals,3.5,105,Pharma | 201-500 Employees | 16 years old | Panchkula +7 more
6164,B. E. Billimoria,3.5,105,Engineering & Construction | 201-500 Employees | 65 years old | Mumbai +11 more
6165,SKS Ispat & Power,3.6,105,Industrial Machinery | 201-500 Employees | 23 years old | Delhi/NCR +6 more
6166,Multi Organics,3.3,105,Chemicals | 51-200 Employees | 47 years old | Mumbai +3 more
6167,Tps Infrastructure,3.8,105,Industrial Machinery | 201-500 Employees | 33 years old | Delhi/NCR +9 more
6168,Savita Oil Technologies,4.3,105,Chemicals / Agri Inputs | 1k-5k Employees | Public | 62 years old | Mumbai +17 more
6169,Kriya It,3.4,105,Internet | 1k-5k Employees | 13 years old | Chennai +5 more
6170,Datasigns Technologies,4.3,105,FinTech | 51-200 Employees | 7 years old | Bangalore +6 more
6171,Hubergroup,4.2,105,Chemicals | 1k-5k Employees | Fortune India 500 | 37 years old | Vapi +9 more
6172,Rahman Industries,4.2,105,Fashion & Textile | 201-500 Employees | Public | 34 years old | Kanpur +5 more
6173,Bajaj Steel Industries,3.8,105,Industrial Machinery | 201-500 Employees | Public | 62 years old | Nagpur +5 more
6174,Sankara Eye Hospital,4.3,105,Healthcare | 1k-5k Employees | 46 years old | Coimbatore +14 more
6175,Osam Dairy,3.8,105,Agriculture | 201-500 Employees | 13 years old | Ranchi +15 more
